1	3028240
1	3029931
1	3062480
1	3079995
1	3082682
1	3082706
1	3083542
1	3086116
1	3095659
1	3103695
1	3103735
1	3106124
1	3108199
1	3108253
1	3114150
1	3122835
1	3122982
1	3123813
1	3123843
1	3125301
1	3169124
1	3183684
1	3183728
1	3191298
1	3194373
1	3204528
1	3204535
1	3207338
1	3207458
1	3208519
1	3213973
1	3216019
1	3216742
1	3222794
1	3224008
1	3228918
1	3229994
1	3230148
1	3230151
1	3248913
1	3249694
1	3249779
1	3251001
1	3251015
1	3251466
1	3285915
1	3288698
1	3293568
1	3293707
1	3311528
1	3311625
1	3311632
1	3311824
1	3322240
1	3322685
1	3331732
1	3333882
1	3334961
1	3335078
1	3335487
1	3335643
1	3335735
1	3339978
1	3351729
1	3351758
1	3355411
1	3359621
1	3368304
1	3368561
1	3368712
1	3370165
1	3370348
1	3370479
1	3421849
1	3425837
1	3427273
1	3430364
1	3520920
1	3533289
1	3550132
1	3550151
1	3576321
1	3584687
1	3584703
1	3590466
1	3590489
1	3594044
1	3597818
1	3597864
1	3597903
1	3597934
1	3812114
1	3997845
1	4005200
1	4005218
1	4005246
1	4014507
1	4028619
1	4058219
1	4097083
1	4097119
1	4105041
1	4105157
1	4109092
1	4109170
1	4109898
1	4115925
1	4116007
1	4120682
1	4121437
1	4121438
1	4121691
1	4122370
1	4123094
1	4136502
1	4136506
1	4136615
1	4136675
1	4137608
1	4138079
1	4143527
1	4143567
1	4143581
1	4143678
1	4143739
1	4150803
1	4154815
1	4193991
1	4205115
1	4247178
1	4247201
1	4247322
1	4256301
1	4256379
1	4259723
1	4259756
1	4259761
1	4259790
1	4260019
1	4260186
1	4260237
1	4260313
1	4263889
1	4270569
1	4276592
1	4276613
1	4276626
1	4279677
1	4279713
1	4279753
1	4280506
1	4280617
1	4280686
1	4280724
1	4281453
1	4281523
1	4282247
1	4289645
1	4310782
1	4310844
1	4310877
1	4328287
1	4332822
1	4335504
1	4384958
1	4431072
1	4435740
1	4435832
1	4465462
1	4473343
1	4495168
1	4519635
1	4526644
1	4530539
1	4567845
1	4571425
1	4571621
1	4572163
1	4573822
1	4574661
1	4575154
1	4586800
1	4613691
1	4621125
1	4621128
1	4621137
1	4621187
1	4623513
1	4623573
1	4623597
1	4625896
1	4630999
1	4631031
1	4631973
1	4641377
1	4654527
1	4656361
1	4656436
1	4656490
1	4656539
1	4666238
1	4682313
1	4685299
1	4685341
1	4685388
1	4685398
1	4688800
1	4691234
1	4691517
1	4697534
1	4697600
1	4697683
1	4699570
1	4705475
1	4705691
1	4717189
1	4719917
1	4720072
1	4720075
1	4720149
1	4720163
1	4720547
1	4721492
1	4721819
1	4725134
1	4725147
1	4725159
1	4725173
1	4739464
1	4740239
1	4747828
1	4747830
1	4750172
1	4751870
1	4752185
1	4752205
1	4752224
1	4752239
1	4752252
1	4760733
1	4766277
1	4768590
1	4771713
1	4771753
1	4771925
1	4773164
1	4775582
1	4775673
1	4775686
1	4775803
1	4775834
1	4780436
1	4780462
1	4785413
1	4785683
1	4785808
1	4785822
1	4785845
1	4785848
1	4787043
1	4793484
1	4794230
1	4803143
1	4818620
1	4830225
1	4837475
1	4852506
1	4853668
1	4854768
1	4858531
1	4868931
1	4870513
1	4870517
1	4871031
1	4895450
1	4898936
1	4898947
1	4899113
1	4907724
1	4908510
1	4910060
1	4910924
1	4917756
1	4917779
1	4917816
1	4917877
1	4922328
1	4938079
1	4938313
1	4942960
1	4954098
1	4969100
1	4999864
1	5000016
1	5000029
1	5000057
1	5000062
1	5008672
1	5018601
1	5018707
1	5031784
1	5045826
1	5046576
1	5055356
1	5055388
1	5062402
1	5106858
1	5108495
1	5108650
1	5150035
1	5151352
1	5163415
1	5170052
1	5211384
1	5222405
1	5228121
1	5240768
1	5240999
1	5241015
1	5241052
1	5241315
1	5246879
1	5259752
1	5264473
1	5265123
1	5266368
1	5266374
1	5266381
1	5266421
1	5266441
1	5266442
1	5266460
1	5266499
1	5266515
1	5266526
1	5266600
1	5274068
1	5279389
1	5279409
1	5281727
1	5281785
1	5286184
1	5286556
1	5315021
1	5333080
1	5333081
1	5342776
1	5345620
1	5348207
1	5388521
1	5393736
1	5396261
1	5438188
1	5442820
1	5460178
1	5466904
1	5466910
1	5484575
1	5484611
1	5484931
1	5490125
1	5490255
1	5496160
1	5496175
1	5497446
1	5497469
1	5501223
1	5501348
1	5504739
1	5504795
1	5505441
1	5505498
1	5505499
1	5516761
1	5516815
1	5516956
1	5516963
1	5516986
1	5517024
1	5517031
1	5517081
1	5517083
1	5620939
1	5625471
1	5640387
1	5640429
1	5640446
1	5654136
1	5672900
1	5696765
1	5696775
1	5696796
1	5696797
1	5704613
1	5705510
1	5705592
1	5717589
1	5717617
1	5724847
1	5724897
1	5729216
1	5735424
1	5736795
1	5737727
1	5750226
1	5750322
1	5752019
1	5752142
1	5775330
1	5792047
1	5792122
1	5800528
1	5800539
1	5817940
1	5818059
1	5818095
1	5827299
1	5827318
1	5830051
1	5830079
1	5831870
1	5833354
1	5833567
1	5833593
1	5833596
1	5833700
1	5842817
1	5842826
1	5842867
1	5843162
1	5844153
1	5875968
1	5904477
1	5906465
1	5912545
1	5913406
1	5926979
1	5927027
1	5927414
1	5927420
1	5927750
1	5970620
1	5992468
1	6018884
1	6036405
1	6061163
1	6077078
1	6080338
1	6082724
1	6086107
1	6087810
1	6087882
1	6087951
1	6087958
